Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2560000,1.3485476,0.06169493,4999.0,-2.8747997120954096,-2.8747997120954096,1.0
2570000,1.3485146,0.039083876,4999.0,-2.9997998089529574,-2.9997998089529574,1.0
2580000,1.348438,0.054045606,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2590000,1.3484474,0.03975622,4999.0,-2.7247996577061713,-2.7247996577061713,1.0
2600000,1.3484708,0.041758407,3516.3333333333335,-1.7865997816746433,-1.7865997816746433,1.0
2610000,1.3486149,0.045567434,3685.0,-0.7369998237118125,-0.7369998237118125,1.0
2620000,1.3491949,0.021435935,4999.0,-3.124799801502377,-3.124799801502377,1.0
2630000,1.3491937,0.035908334,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
2640000,1.3491613,0.03275491,4999.0,-2.0497997935550907,-2.0497997935550907,1.0
2650000,1.349173,0.043796785,3274.6666666666665,-1.3050664633822937,-1.3050664633822937,1.0
2660000,1.349293,0.02807859,1498.5,0.45015009900089353,0.45015009900089353,1.0
2670000,1.3492839,0.041341934,2379.6666666666665,-0.5260665126455327,-0.5260665126455327,1.0
2680000,1.3489463,0.03619074,915.1818181818181,0.3622546041469005,0.3622546041469005,1.0
2690000,1.3489463,-0.018837037,2318.5,-0.526199882500805,-0.526199882500805,1.0
2700000,1.3483764,0.077441216,768.0,0.6962353538598537,0.6962353538598537,1.0
2710000,1.3483664,0.009844678,2545.5,-1.95919983019121,-1.95919983019121,1.0
2720000,1.3486018,0.020531122,4998.5,-0.9996997567941435,-0.9996997567941435,1.0
2730000,1.3486272,0.0016879905,2186.0,-0.8271999085322023,-0.8271999085322023,1.0
2740000,1.3494151,-0.0049996716,1529.1666666666667,0.0025000835303217173,0.0025000835303217173,1.0
2750000,1.349537,0.09002735,625.3181818181819,0.7565909634894606,0.7565909634894606,1.0
2760000,1.3489832,-0.019110726,3409.0,-1.4317998335075874,-1.4317998335075874,1.0
2770000,1.3488427,-0.034799676,1584.6,0.043080098531208935,0.043080098531208935,1.0
2780000,1.3485534,0.013387614,962.5454545454545,0.6800546044568446,0.6800546044568446,1.0
2790000,1.348463,0.07123772,666.3,0.6115600583609193,0.6115600583609193,1.0
2800000,1.3480276,-0.010170452,819.0,0.8360000643879175,0.8360000643879175,1.0
2810000,1.3478394,0.07621339,499.83870967741933,0.6741226184211911,0.6741226184211911,1.0
2820000,1.3474869,0.007237404,1035.5833333333333,0.4762000597935791,0.4762000597935791,1.0
2830000,1.3473032,0.09111972,149.44,0.9527923275644963,0.9527923275644963,1.0
2840000,1.3474859,0.007442353,949.0666666666667,0.504814361454919,0.504814361454919,1.0
2850000,1.3476136,0.10605484,424.10714285714283,0.8178357482455405,0.8178357482455405,1.0
2860000,1.347341,0.17807192,167.78947368421052,0.9656800270080567,0.9656800270080567,1.0
2870000,1.3471025,0.17601727,515.5,0.6947923647598006,0.6947923647598006,1.0
2880000,1.3471702,0.049044326,3325.5,-0.9776998322922736,-0.9776998322922736,1.0
2890000,1.3472499,0.14717522,197.4814814814815,0.9214592962353317,0.9214592962353317,1.0
2900000,1.347364,0.026537653,938.7,0.3772600264754146,0.3772600264754146,1.0
2910000,1.3475164,0.011262126,1471.5555555555557,0.1723556352339478,0.1723556352339478,1.0
2920000,1.3474804,0.033809476,1337.0,0.48245008138474077,0.48245008138474077,1.0
2930000,1.3474109,0.1252206,736.3333333333334,0.48033339421575266,0.48033339421575266,1.0
2940000,1.3474646,0.026449163,1491.8,0.3315201121382415,0.3315201121382415,1.0
2950000,1.3475835,0.08636129,685.6666666666666,0.5460889264941216,0.5460889264941216,1.0
2960000,1.347577,0.17135502,309.7352941176471,0.8791000306578901,0.8791000306578901,1.0
2970000,1.3475548,0.15009521,505.6666666666667,0.7737083708828626,0.7737083708828626,1.0
2980000,1.3476306,0.06856404,352.14285714285717,0.7223538773564192,0.7223538773564192,1.0
2990000,1.3479173,0.09306659,949.2666666666667,0.470162552279362,0.470162552279362,1.0
3000000,1.3478647,0.17008287,401.0689655172414,0.8317379620536391,0.8317379620536391,1.0
3010000,1.3475221,0.19596292,120.11111111111111,0.9757778098185858,0.9757778098185858,1.0
3020000,1.3475442,0.19021983,481.0,0.7165613290703585,0.7165613290703585,1.0
3030000,1.3477784,0.15070347,748.8,0.580240031471476,0.580240031471476,1.0
3040000,1.3477893,0.09239018,3442.0,-0.888399836665485,-0.888399836665485,1.0
3050000,1.3482062,0.12460303,1103.076923076923,0.4600000732148496,0.4600000732148496,1.0
3060000,1.3482063,0.15930176,478.39130434782606,0.7737130947694506,0.7737130947694506,1.0
3070000,1.3481059,0.11329811,None,None,None,1.0
3080000,1.3481028,0.19541113,827.5833333333334,0.519766722471104,0.519766722471104,1.0
3090000,1.3474863,0.1804644,344.04761904761904,0.8833809914289131,0.8833809914289131,1.0
3100000,1.3474214,0.058148842,4208.0,-2.691599689424038,-2.691599689424038,1.0
3110000,1.3469675,0.057469368,4880.333333333333,-1.8927330947869148,-1.8927330947869148,1.0
3120000,1.3468893,0.047436245,4013.6666666666665,-1.1027331864461303,-1.1027331864461303,1.0
3130000,1.3471588,0.054993726,820.3333333333334,0.0859333872795105,0.0859333872795105,1.0
3140000,1.3472284,0.04945957,4771.0,-2.037533063751956,-2.037533063751956,1.0
3150000,1.3473479,0.13437143,638.4347826086956,0.7308609172013467,0.7308609172013467,1.0
3160000,1.3473837,0.14523861,132.5,0.9483500272035599,0.9483500272035599,1.0
3170000,1.3467495,0.09483878,2265.1428571428573,-0.6458855908796457,-0.6458855908796457,1.0
3180000,1.3464526,0.09532033,1230.857142857143,0.22525720531120896,0.22525720531120896,1.0
3190000,1.3461276,0.12543903,659.3076923076923,0.5527538778618551,0.5527538778618551,1.0
3200000,1.3459474,0.11853018,743.0625,0.6513000522681978,0.6513000522681978,1.0
3210000,1.345478,0.08651446,1407.3333333333333,0.22964452697326326,0.22964452697326326,1.0
3220000,1.3451513,0.08147409,971.5,-0.15679995343089104,-0.15679995343089104,1.0
3230000,1.3449774,0.05977646,2281.0,-0.4061999142480393,-0.4061999142480393,1.0
3240000,1.3448296,0.07583928,1118.0833333333333,0.3430500579221795,0.3430500579221795,1.0
3250000,1.3445629,0.097719,381.42857142857144,0.5237142784254891,0.5237142784254891,1.0
3260000,1.3442575,0.0712554,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
3270000,1.3441646,0.041713793,1763.7,-0.30273992316797377,-0.30273992316797377,1.0
3280000,1.3440381,0.04932637,1444.0,-0.6887999176979065,-0.6887999176979065,1.0
3290000,1.3440113,0.0370456,4999.0,-2.883133079701414,-2.883133079701414,1.0
3300000,1.3439618,0.07133468,894.0666666666667,0.471186698662738,0.471186698662738,1.0
3310000,1.3440076,0.096015126,260.9230769230769,0.6939692405553964,0.6939692405553964,1.0
3320000,1.3441049,0.05567754,1341.0,0.1418000522069633,0.1418000522069633,1.0
3330000,1.3441097,0.046834525,1019.9230769230769,0.40370773602850163,0.40370773602850163,1.0
3340000,1.3441175,0.059533693,460.6666666666667,0.4662000238895416,0.4662000238895416,1.0
3350000,1.3441153,0.051870383,4999.0,-0.9997997567988932,-0.9997997567988932,1.0
3360000,1.3441023,0.09141863,1308.1538461538462,-0.11547687445552303,-0.11547687445552303,1.0
3370000,1.3440711,0.089230575,227.5625,0.7496133397022883,0.7496133397022883,1.0
3380000,1.3438855,0.06529739,1183.0,0.3520833926741034,0.3520833926741034,1.0
3390000,1.3438255,0.057533827,1109.9166666666667,0.3155167030636221,0.3155167030636221,1.0
3400000,1.3431436,0.065249026,358.6,0.5432799994945526,0.5432799994945526,1.0
3410000,1.3431237,0.08113006,890.2666666666667,0.4245000430382788,0.4245000430382788,1.0
3420000,1.3424639,0.04957961,992.8461538461538,0.47534289550302283,0.47534289550302283,1.0
3430000,1.3424639,0.05222851,403.375,0.42557501047849655,0.42557501047849655,1.0
3440000,1.3420275,0.07198,919.2,0.42282670059551797,0.42282670059551797,1.0
3450000,1.3420212,0.06460001,1293.8,0.2662400591187179,0.2662400591187179,1.0
3460000,1.341588,0.054791257,203.0625,0.762512500397861,0.762512500397861,1.0
3470000,1.3415545,0.043630015,1062.6923076923076,0.2711000593844801,0.2711000593844801,1.0
3480000,1.3412672,0.03627593,1216.9,0.3863636867397211,0.3863636867397211,1.0
3490000,1.3412254,0.034947976,437.375,0.41252501867711544,0.41252501867711544,1.0
3500000,1.3409748,0.026038658,2034.3333333333333,-0.15686659219985208,-0.15686659219985208,1.0
3510000,1.3409233,0.012144392,3064.2,-1.2028398460708558,-1.2028398460708558,1.0
3520000,1.341009,0.06516425,243.0,0.7014000043272972,0.7014000043272972,1.0
3530000,1.3410372,0.028984204,1692.375,-0.09472492488566786,-0.09472492488566786,1.0
3540000,1.3407947,0.09648328,750.1111111111111,0.5360889196292393,0.5360889196292393,1.0
3550000,1.3406961,0.059689175,332.9,0.5734200179576874,0.5734200179576874,1.0
3560000,1.3401023,0.064467676,1441.2222222222222,0.08397785688026084,0.08397785688026084,1.0
3570000,1.3397826,0.03859701,835.3125,0.5891250437998679,0.5891250437998679,1.0
3580000,1.339458,0.0033080713,664.6666666666666,0.283733356744051,0.283733356744051,1.0
3590000,1.3392271,0.1266606,599.0434782608696,0.7105478586669526,0.7105478586669526,1.0
3600000,1.3389438,0.07431848,550.3333333333334,0.6032666872876385,0.6032666872876385,1.0
3610000,1.3386987,0.065144405,377.8695652173913,0.7591478493337965,0.7591478493337965,1.0
3620000,1.338603,0.10093225,778.3529411764706,0.5560470998821342,0.5560470998821342,1.0
3630000,1.338501,0.07062801,607.2857142857143,0.5999714600121868,0.5999714600121868,1.0
3640000,1.3384668,0.19402309,263.11764705882354,0.8708353156552595,0.8708353156552595,1.0
3650000,1.3384203,0.11028749,839.6875,0.5289125423514633,0.5289125423514633,1.0
3660000,1.3383371,0.17950352,289.5625,0.8248375219263835,0.8248375219263835,1.0
3670000,1.3381913,0.28059575,227.975,0.9022564419951195,0.9022564419951195,1.0
3680000,1.3378346,0.33916882,214.66666666666666,0.906487297359854,0.906487297359854,1.0
3690000,1.3370558,0.21753766,302.0,0.8316875196032925,0.8316875196032925,1.0
3700000,1.3368783,0.24902968,233.55555555555554,0.8920500210175911,0.8920500210175911,1.0
3710000,1.3363839,0.24694057,299.1111111111111,0.8456000263880318,0.8456000263880318,1.0
3720000,1.336373,0.20307086,490.5,0.7606560326181352,0.7606560326181352,1.0
3730000,1.3363355,0.22443993,224.92857142857142,0.8530714514532259,0.8530714514532259,1.0
3740000,1.3363233,0.3203733,281.42857142857144,0.8688790966583373,0.8688790966583373,1.0
3750000,1.3362657,0.33263353,217.3148148148148,0.9077321045223694,0.9077321045223694,1.0
3760000,1.3362396,0.3203217,122.12244897959184,0.9476080261170864,0.9476080261170864,1.0
3770000,1.3360198,0.25783828,302.8787878787879,0.8514303348704495,0.8514303348704495,1.0
3780000,1.3359818,0.33355877,299.0217391304348,0.8661565469962585,0.8661565469962585,1.0
3790000,1.3353845,0.3730955,112.89830508474576,0.9591827740700081,0.9591827740700081,1.0
3800000,1.3353783,0.36225647,205.68421052631578,0.9121321639561627,0.9121321639561627,1.0
3810000,1.3348485,0.363844,215.3265306122449,0.9103725769045744,0.9103725769045744,1.0
3820000,1.3348485,0.3488576,137.83333333333334,0.9324264412499824,0.9324264412499824,1.0
3830000,1.3343598,0.32238272,232.16326530612244,0.8981160235684365,0.8981160235684365,1.0
3840000,1.3343488,0.36123237,217.4909090909091,0.9123963206161365,0.9123963206161365,1.0
3850000,1.334023,0.3987692,102.45161290322581,0.9563968413405948,0.9563968413405948,1.0
3860000,1.3339919,0.34522653,227.31372549019608,0.901482378470474,0.901482378470474,1.0
3870000,1.3338069,0.38463998,171.7058823529412,0.9324441391303587,0.9324441391303587,1.0
3880000,1.3337762,0.39535952,104.91935483870968,0.9587129236709687,0.9587129236709687,1.0
3890000,1.33357,0.40541825,175.77272727272728,0.9351727505510842,0.9351727505510842,1.0
3900000,1.3335148,0.36384925,211.52727272727273,0.9099037277736459,0.9099037277736459,1.0
3910000,1.333512,0.43420777,92.56944444444444,0.9690328944627553,0.9690328944627553,1.0
3920000,1.3335115,0.43679875,155.78666666666666,0.9429243447800243,0.9429243447800243,1.0
3930000,1.3333286,0.4534492,143.12345679012347,0.9477506387737338,0.9477506387737338,1.0
3940000,1.3332483,0.41950995,104.3015873015873,0.9583428789462362,0.9583428789462362,1.0
3950000,1.3330661,0.42812037,189.45901639344262,0.9292935729252114,0.9292935729252114,1.0
3960000,1.332967,0.44141513,164.74285714285713,0.938357160792553,0.938357160792553,1.0
3970000,1.332831,0.44918904,103.8125,0.9585143095917172,0.9585143095917172,1.0
3980000,1.3327405,0.41789612,200.20689655172413,0.9151966324533826,0.9151966324533826,1.0
3990000,1.3326795,0.43262726,171.61194029850745,0.9342030085720566,0.9342030085720566,1.0
4000000,1.332627,0.43406925,91.77464788732394,0.9678657317800181,0.9678657317800181,1.0
4010000,1.3325227,0.45024914,175.04545454545453,0.9308746489557201,0.9308746489557201,1.0
4020000,1.3324133,0.44498712,170.69117647058823,0.931908848003813,0.931908848003813,1.0
4030000,1.3323456,0.43751696,97.40579710144928,0.9640941356911379,0.9640941356911379,1.0
4040000,1.332258,0.45253545,164.14084507042253,0.9354225580947815,0.9354225580947815,1.0
4050000,1.3321962,0.44243488,181.12698412698413,0.9295906478291727,0.9295906478291727,1.0
4060000,1.3320981,0.45357752,91.4931506849315,0.964454810505044,0.964454810505044,1.0
4070000,1.3320318,0.44363517,165.69565217391303,0.9326898702015372,0.9326898702015372,1.0
4080000,1.331896,0.44542032,178.8153846153846,0.928723102600242,0.928723102600242,1.0
4090000,1.3317873,0.45831245,88.95945945945945,0.9649260464596422,0.9649260464596422,1.0
4100000,1.3315009,0.45253962,162.90277777777777,0.9443611340377376,0.9443611340377376,1.0
4110000,1.3314385,0.44821233,153.53333333333333,0.9424289654339909,0.9424289654339909,1.0
4120000,1.3312434,0.45871335,90.01369863013699,0.9702356335234968,0.9702356335234968,1.0
4130000,1.331178,0.46674922,161.84722222222223,0.9362479125306955,0.9362479125306955,1.0
4140000,1.3308868,0.4484882,159.07142857142858,0.9436732605296436,0.9436732605296436,1.0
4150000,1.330848,0.4677089,94.06756756756756,0.9635000165451217,0.9635000165451217,1.0
4160000,1.3305938,0.45947117,156.97297297297297,0.9441621818239927,0.9441621818239927,1.0
4170000,1.3305731,0.4712887,151.44736842105263,0.9439342302503064,0.9439342302503064,1.0
4180000,1.3302543,0.45028603,86.94736842105263,0.970413348376751,0.970413348376751,1.0
4190000,1.3302547,0.45929727,165.62857142857143,0.9346114445145108,0.9346114445145108,1.0
4200000,1.3302976,0.46561724,140.59756097560975,0.95208435794563,0.95208435794563,1.0
4210000,1.3302976,0.4625498,91.625,0.9641889085372289,0.9641889085372289,1.0
4220000,1.3302197,0.4722131,151.15584415584416,0.9424421263944456,0.9424421263944456,1.0
4230000,1.3302175,0.49116206,161.98591549295776,0.9372055778060004,0.9372055778060004,1.0
4240000,1.3299183,0.47662827,85.24675324675324,0.9730935259298845,0.9730935259298845,1.0
4250000,1.3298895,0.4800186,150.7012987012987,0.9470156068526595,0.9470156068526595,1.0
4260000,1.3298575,0.47092608,156.7972972972973,0.9388986531173019,0.9388986531173019,1.0
4270000,1.3298532,0.47778758,90.63013698630137,0.9721671367344791,0.9721671367344791,1.0
4280000,1.3298942,0.49023998,143.9875,0.9498200174595695,0.9498200174595695,1.0
4290000,1.3299026,0.4767963,149.0897435897436,0.9459359176062907,0.9459359176062907,1.0
4300000,1.3297402,0.4792303,88.10810810810811,0.9620160136620204,0.9620160136620204,1.0
4310000,1.3296869,0.50607055,148.32051282051282,0.9426666871847537,0.9426666871847537,1.0
4320000,1.3295494,0.48227662,146.49367088607596,0.9465341991627046,0.9465341991627046,1.0
4330000,1.3294957,0.49013615,81.63157894736842,0.9736868578352427,0.9736868578352427,1.0
4340000,1.3294369,0.50342137,147.375,0.9454100160102825,0.9454100160102825,1.0
4350000,1.3294041,0.5106855,136.09302325581396,0.9511651326739771,0.9511651326739771,1.0
4360000,1.3294106,0.49868333,85.72727272727273,0.9722684402214853,0.9722684402214853,1.0
4370000,1.3294151,0.49563158,149.37662337662337,0.9425513042459408,0.9425513042459408,1.0
4380000,1.3293736,0.4959134,153.5921052631579,0.9415973487682641,0.9415973487682641,1.0
4390000,1.3293393,0.5030824,87.28378378378379,0.9671493525306384,0.9671493525306384,1.0
4400000,1.3293612,0.49073914,145.33333333333334,0.9437400194059592,0.9437400194059592,1.0
4410000,1.3293841,0.4938309,144.48101265822785,0.9455650177958888,0.9455650177958888,1.0
4420000,1.3293124,0.48862672,87.54666666666667,0.9690373518069585,0.9690373518069585,1.0
4430000,1.3292239,0.4884449,148.98717948717947,0.9432571619543453,0.9432571619543453,1.0
4440000,1.3291199,0.48958054,139.55421686746988,0.9496939890703793,0.9496939890703793,1.0
4450000,1.328951,0.51161563,77.50588235294117,0.9715153097229845,0.9715153097229845,1.0
4460000,1.328946,0.5017317,144.5625,0.9489875187340658,0.9489875187340658,1.0
4470000,1.3289381,0.49641958,138.1547619047619,0.9509381142034683,0.9509381142034683,1.0
4480000,1.3289243,0.49994984,81.6125,0.9711753230220006,0.9711753230220006,1.0
4490000,1.3288896,0.50131506,134.3372093023256,0.9526721077245596,0.9526721077245596,1.0
4500000,1.3288459,0.50097346,139.53012048192772,0.9496939950847033,0.9496939950847033,1.0
4510000,1.3286889,0.50474465,79.92682926829268,0.9662170863551337,0.9662170863551337,1.0
4520000,1.3286657,0.49314705,141.45679012345678,0.9476775225426536,0.9476775225426536,1.0
4530000,1.3285515,0.508743,142.2439024390244,0.9481036375074771,0.9481036375074771,1.0
4540000,1.3285549,0.5159396,79.02380952380952,0.973845798746649,0.973845798746649,1.0
4550000,1.3285829,0.52234006,140.2289156626506,0.950231343793896,0.950231343793896,1.0
4560000,1.3285773,0.5097412,135.50588235294117,0.9520941369838136,0.9520941369838136,1.0
4570000,1.3284919,0.50573397,75.07142857142857,0.9772423698621637,0.9772423698621637,1.0
4580000,1.3284895,0.5152157,131.9431818181818,0.9536181988184002,0.9536181988184002,1.0
4590000,1.3283788,0.5107105,132.60227272727272,0.9529182000075128,0.9529182000075128,1.0
4600000,1.3283788,0.50969726,130.46067415730337,0.9537613800123588,0.9537613800123588,1.0
4610000,1.3282979,0.5207488,77.48235294117647,0.9738094274612034,0.9738094274612034,1.0
4620000,1.3282946,0.5320275,128.32222222222222,0.9548066809100824,0.9548066809100824,1.0
4630000,1.3282913,0.532479,131.4318181818182,0.9525681992474181,0.9525681992474181,1.0
4640000,1.328291,0.5351622,74.88505747126437,0.9775477401404218,0.9775477401404218,1.0
4650000,1.3283093,0.5327381,127.57142857142857,0.9546022123022639,0.9546022123022639,1.0
4660000,1.3283122,0.5279631,135.56470588235294,0.9510141350055004,0.9510141350055004,1.0
4670000,1.3283527,0.53623664,75.33333333333333,0.9779241528661772,0.9779241528661772,1.0
4680000,1.3283622,0.5347373,133.41379310344828,0.9521302460573701,0.9521302460573701,1.0
4690000,1.328379,0.51698977,130.20454545454547,0.956584284746538,0.956584284746538,1.0
4700000,1.3283843,0.5406314,75.38202247191012,0.9774204655127092,0.9774204655127092,1.0
4710000,1.3283311,0.5314281,128.98888888888888,0.9524889070281966,0.9524889070281966,1.0
4720000,1.3283083,0.52639157,137.14285714285714,0.9533357330365106,0.9533357330365106,1.0
4730000,1.3283277,0.5315172,75.55813953488372,0.9727402427929571,0.9727402427929571,1.0
4740000,1.3283386,0.5310083,126.82417582417582,0.9580483680724033,0.9580483680724033,1.0
4750000,1.3283229,0.538326,122.41052631578947,0.9569958061126894,0.9569958061126894,1.0
4760000,1.3283122,0.53864336,78.42168674698796,0.9739662825343121,0.9739662825343121,1.0
4770000,1.3283126,0.5263771,127.23076923076923,0.9543355709303998,0.9543355709303998,1.0
4780000,1.3283131,0.53477293,120.83333333333333,0.9579854315137103,0.9579854315137103,1.0
4790000,1.3282931,0.52867603,75.25287356321839,0.9762436934243673,0.9762436934243673,1.0
4800000,1.3282726,0.5295374,128.4,0.951508901697687,0.951508901697687,1.0
4810000,1.3282795,0.5338159,126.28260869565217,0.9534304496862561,0.9534304496862561,1.0
4820000,1.3282888,0.53759855,72.14444444444445,0.976630782033061,0.976630782033061,1.0
4830000,1.3282807,0.5311932,123.26595744680851,0.9592851241208376,0.9592851241208376,1.0
4840000,1.3282673,0.5397317,126.64835164835165,0.9520417716466709,0.9520417716466709,1.0
4850000,1.3282506,0.5339642,70.76344086021506,0.9775674037797295,0.9775674037797295,1.0
4860000,1.3282179,0.5305082,124.12903225806451,0.9578709841245204,0.9578709841245204,1.0
4870000,1.3282233,0.5284904,125.69565217391305,0.9568108872702831,0.9568108872702831,1.0
4880000,1.3282375,0.53877366,72.94444444444444,0.9765200128157934,0.9765200128157934,1.0
4890000,1.3282413,0.5374872,118.01020408163265,0.9588367501226235,0.9588367501226235,1.0
4900000,1.3282535,0.5361512,127.24175824175825,0.9525582553910931,0.9525582553910931,1.0
4910000,1.3282517,0.5402623,70.90217391304348,0.9765505514317944,0.9765505514317944,1.0
4920000,1.328243,0.53460276,128.01111111111112,0.949988781835549,0.949988781835549,1.0
4930000,1.3282429,0.5387423,123.13829787234043,0.9550851265790853,0.9550851265790853,1.0
4940000,1.3282416,0.5401348,71.3804347826087,0.9731804484744435,0.9731804484744435,1.0
4950000,1.3282411,0.53834224,122.12631578947368,0.957492646981815,0.957492646981815,1.0
4960000,1.3282355,0.53341264,122.52127659574468,0.9578553362244225,0.9578553362244225,1.0
4970000,1.3282357,0.54298544,69.32291666666667,0.9777270977695783,0.9777270977695783,1.0
4980000,1.3282443,0.52814144,129.6818181818182,0.9515977685360677,0.9515977685360677,1.0
4990000,1.3282444,0.53672516,121.76842105263158,0.956602120335753,0.956602120335753,1.0
5000000,1.3282449,0.5428814,74.44318181818181,0.9725136476653543,0.9725136476653543,1.0
